"","sim_num","time","rs","no","n_alive","n_kind","n_realist","n_selfish","vital.space","nf","Rep","fbs","fbsChar","init"
"15888","S2596",2000,4,30,37,37,0,0,0.836601307189543,17,0,2.125,"(17,4)","kind"
"15891","S2597",2000,4,30,36,36,0,0,0.836601307189543,17,0,2.125,"(17,4)","kind"
"15894","S2598",2000,4,30,39,39,0,0,0.833910034602076,17,0,2.125,"(17,4)","kind"
"15897","S2599",2000,4,30,28,28,0,0,0.834678969627067,17,0,2.125,"(17,4)","kind"
"15900","S2600",2000,4,30,33,33,0,0,0.83121876201461,17,0,2.125,"(17,4)","kind"
"15903","S2601",2000,5,30,79,79,0,0,0.844675124951942,17,0,4.25,"(17,5)","kind"
"15906","S2602",2000,5,30,74,74,0,0,0.843521722414456,17,0,4.25,"(17,5)","kind"
"15909","S2603",2000,5,30,73,73,0,0,0.823913879277201,17,0,4.25,"(17,5)","kind"
"15912","S2604",2000,5,30,79,79,0,0,0.834294502114571,17,0,4.25,"(17,5)","kind"
"15915","S2605",2000,5,30,72,72,0,0,0.824298346789696,17,0,4.25,"(17,5)","kind"
"15918","S2606",2000,5,30,83,83,0,0,0.847750865051903,17,0,4.25,"(17,5)","kind"
"15921","S2607",2000,5,30,75,75,0,0,0.853902345251826,17,0,4.25,"(17,5)","kind"
"15924","S2608",2000,5,30,80,80,0,0,0.829680891964629,17,0,4.25,"(17,5)","kind"
"15927","S2609",2000,5,30,81,81,0,0,0.836985774702038,17,0,4.25,"(17,5)","kind"
"15930","S2610",2000,5,30,68,68,0,0,0.84083044982699,17,0,4.25,"(17,5)","kind"
"15933","S2611",2000,5,30,73,73,0,0,0.824298346789696,17,0,4.25,"(17,5)","kind"
"15936","S2612",2000,5,30,71,71,0,0,0.8319876970396,17,0,4.25,"(17,5)","kind"
"15939","S2613",2000,5,30,71,71,0,0,0.839677047289504,17,0,4.25,"(17,5)","kind"
"15942","S2614",2000,5,30,76,76,0,0,0.845059592464437,17,0,4.25,"(17,5)","kind"
"15945","S2615",2000,5,30,76,76,0,0,0.836601307189543,17,0,4.25,"(17,5)","kind"
"15948","S2616",2000,5,30,79,79,0,0,0.838139177239523,17,0,4.25,"(17,5)","kind"
"15951","S2617",2000,5,30,80,80,0,0,0.845444059976932,17,0,4.25,"(17,5)","kind"
"15954","S2618",2000,5,30,78,78,0,0,0.844675124951942,17,0,4.25,"(17,5)","kind"
"15957","S2619",2000,5,30,75,75,0,0,0.849673202614379,17,0,4.25,"(17,5)","kind"
"15960","S2620",2000,5,30,74,74,0,0,0.857362552864283,17,0,4.25,"(17,5)","kind"
"15963","S2621",2000,5,30,84,84,0,0,0.84236831987697,17,0,4.25,"(17,5)","kind"
"15966","S2622",2000,5,30,82,82,0,0,0.830065359477124,17,0,4.25,"(17,5)","kind"
"15969","S2623",2000,5,30,75,75,0,0,0.83121876201461,17,0,4.25,"(17,5)","kind"
"15972","S2624",2000,5,30,79,79,0,0,0.839677047289504,17,0,4.25,"(17,5)","kind"
"15975","S2625",2000,5,30,78,78,0,0,0.845444059976932,17,0,4.25,"(17,5)","kind"
"15978","S2626",2000,5,30,83,83,0,0,0.833525567089581,17,0,4.25,"(17,5)","kind"
"15981","S2627",2000,5,30,80,80,0,0,0.843137254901961,17,0,4.25,"(17,5)","kind"
"15984","S2628",2000,5,30,80,80,0,0,0.843906189926951,17,0,4.25,"(17,5)","kind"
"15987","S2629",2000,5,30,85,85,0,0,0.842752787389466,17,0,4.25,"(17,5)","kind"
"15990","S2630",2000,5,30,67,67,0,0,0.828143021914648,17,0,4.25,"(17,5)","kind"
"15993","S2631",2000,5,30,75,75,0,0,0.817762399077278,17,0,4.25,"(17,5)","kind"
"15996","S2632",2000,5,30,73,73,0,0,0.843137254901961,17,0,4.25,"(17,5)","kind"
"15999","S2633",2000,5,30,84,84,0,0,0.851595540176855,17,0,4.25,"(17,5)","kind"
"16002","S2634",2000,5,30,80,80,0,0,0.839292579777009,17,0,4.25,"(17,5)","kind"
"16005","S2635",2000,5,30,78,78,0,0,0.825836216839677,17,0,4.25,"(17,5)","kind"
"16008","S2636",2000,5,30,78,78,0,0,0.854671280276817,17,0,4.25,"(17,5)","kind"
"16011","S2637",2000,5,30,81,81,0,0,0.842752787389466,17,0,4.25,"(17,5)","kind"
"16014","S2638",2000,5,30,85,85,0,0,0.823144944252211,17,0,4.25,"(17,5)","kind"
"16017","S2639",2000,5,30,70,70,0,0,0.838908112264514,17,0,4.25,"(17,5)","kind"
"16020","S2640",2000,5,30,71,71,0,0,0.846212995001922,17,0,4.25,"(17,5)","kind"
"16023","S2641",2000,5,30,72,72,0,0,0.834678969627067,17,0,4.25,"(17,5)","kind"
"16026","S2642",2000,5,30,85,85,0,0,0.832372164552095,17,0,4.25,"(17,5)","kind"
"16029","S2643",2000,5,30,87,87,0,0,0.84236831987697,17,0,4.25,"(17,5)","kind"
"16032","S2644",2000,5,30,86,86,0,0,0.833910034602076,17,0,4.25,"(17,5)","kind"
"16035","S2645",2000,5,30,71,71,0,0,0.836601307189543,17,0,4.25,"(17,5)","kind"
"16038","S2646",2000,5,30,75,75,0,0,0.8319876970396,17,0,4.25,"(17,5)","kind"
"16041","S2647",2000,5,30,80,80,0,0,0.833910034602076,17,0,4.25,"(17,5)","kind"
"16044","S2648",2000,5,30,83,83,0,0,0.84159938485198,17,0,4.25,"(17,5)","kind"
"16047","S2649",2000,5,30,81,81,0,0,0.84236831987697,17,0,4.25,"(17,5)","kind"
"16050","S2650",2000,5,30,82,82,0,0,0.849673202614379,17,0,4.25,"(17,5)","kind"
"16053","S2651",2000,5,30,75,75,0,0,0.817762399077278,17,0,4.25,"(17,5)","kind"
"16056","S2652",2000,5,30,80,80,0,0,0.846212995001922,17,0,4.25,"(17,5)","kind"
"16059","S2653",2000,5,30,73,73,0,0,0.833525567089581,17,0,4.25,"(17,5)","kind"
"16062","S2654",2000,5,30,77,77,0,0,0.838908112264514,17,0,4.25,"(17,5)","kind"
"16065","S2655",2000,5,30,72,72,0,0,0.850057670126874,17,0,4.25,"(17,5)","kind"
"16068","S2656",2000,5,30,77,77,0,0,0.824682814302191,17,0,4.25,"(17,5)","kind"
"16071","S2657",2000,5,30,82,82,0,0,0.834678969627067,17,0,4.25,"(17,5)","kind"
"16074","S2658",2000,5,30,68,68,0,0,0.836985774702038,17,0,4.25,"(17,5)","kind"
"16077","S2659",2000,5,30,74,74,0,0,0.851595540176855,17,0,4.25,"(17,5)","kind"
"16080","S2660",2000,5,30,77,77,0,0,0.82237600922722,17,0,4.25,"(17,5)","kind"
"16083","S2661",2000,5,30,80,80,0,0,0.843137254901961,17,0,4.25,"(17,5)","kind"
"16086","S2662",2000,5,30,73,73,0,0,0.839677047289504,17,0,4.25,"(17,5)","kind"
"16089","S2663",2000,5,30,79,79,0,0,0.828143021914648,17,0,4.25,"(17,5)","kind"
"16092","S2664",2000,5,30,80,80,0,0,0.837754709727028,17,0,4.25,"(17,5)","kind"
"16095","S2665",2000,5,30,79,79,0,0,0.844675124951942,17,0,4.25,"(17,5)","kind"
"16098","S2666",2000,5,30,73,73,0,0,0.833910034602076,17,0,4.25,"(17,5)","kind"
"16101","S2667",2000,5,30,88,88,0,0,0.850057670126874,17,0,4.25,"(17,5)","kind"
"16104","S2668",2000,5,30,80,80,0,0,0.848904267589389,17,0,4.25,"(17,5)","kind"
"16107","S2669",2000,5,30,73,73,0,0,0.828911956939639,17,0,4.25,"(17,5)","kind"
"16110","S2670",2000,5,30,74,74,0,0,0.853517877739331,17,0,4.25,"(17,5)","kind"
"16113","S2671",2000,5,30,78,78,0,0,0.845444059976932,17,0,4.25,"(17,5)","kind"
"16116","S2672",2000,5,30,75,75,0,0,0.836985774702038,17,0,4.25,"(17,5)","kind"
"16119","S2673",2000,5,30,77,77,0,0,0.828527489427143,17,0,4.25,"(17,5)","kind"
"16122","S2674",2000,5,30,75,75,0,0,0.823913879277201,17,0,4.25,"(17,5)","kind"
"16125","S2675",2000,5,30,80,80,0,0,0.821222606689735,17,0,4.25,"(17,5)","kind"
"16128","S2676",2000,5,30,73,73,0,0,0.840445982314494,17,0,4.25,"(17,5)","kind"
"16131","S2677",2000,5,30,75,75,0,0,0.844675124951942,17,0,4.25,"(17,5)","kind"
"16134","S2678",2000,5,30,88,88,0,0,0.83275663206459,17,0,4.25,"(17,5)","kind"
"16137","S2679",2000,5,30,85,85,0,0,0.84159938485198,17,0,4.25,"(17,5)","kind"
"16140","S2680",2000,5,30,72,72,0,0,0.838139177239523,17,0,4.25,"(17,5)","kind"
"16143","S2681",2000,5,30,79,79,0,0,0.826989619377163,17,0,4.25,"(17,5)","kind"
"16146","S2682",2000,5,30,71,71,0,0,0.839677047289504,17,0,4.25,"(17,5)","kind"
"16149","S2683",2000,5,30,75,75,0,0,0.839292579777009,17,0,4.25,"(17,5)","kind"
"16152","S2684",2000,5,30,77,77,0,0,0.825451749327182,17,0,4.25,"(17,5)","kind"
"16155","S2685",2000,5,30,88,88,0,0,0.843906189926951,17,0,4.25,"(17,5)","kind"
"16158","S2686",2000,5,30,70,70,0,0,0.843521722414456,17,0,4.25,"(17,5)","kind"
"16161","S2687",2000,5,30,87,87,0,0,0.853902345251826,17,0,4.25,"(17,5)","kind"
"16164","S2688",2000,5,30,80,80,0,0,0.837370242214533,17,0,4.25,"(17,5)","kind"
"16167","S2689",2000,5,30,76,76,0,0,0.8319876970396,17,0,4.25,"(17,5)","kind"
"16170","S2690",2000,5,30,79,79,0,0,0.848519800076894,17,0,4.25,"(17,5)","kind"
"16173","S2691",2000,5,30,75,75,0,0,0.849288735101884,17,0,4.25,"(17,5)","kind"
"16176","S2692",2000,5,30,85,85,0,0,0.849673202614379,17,0,4.25,"(17,5)","kind"
"16179","S2693",2000,5,30,79,79,0,0,0.835447904652057,17,0,4.25,"(17,5)","kind"
"16182","S2694",2000,5,30,81,81,0,0,0.84236831987697,17,0,4.25,"(17,5)","kind"
"16185","S2695",2000,5,30,70,70,0,0,0.834678969627067,17,0,4.25,"(17,5)","kind"
"16188","S2696",2000,5,30,78,78,0,0,0.847750865051903,17,0,4.25,"(17,5)","kind"
"16191","S2697",2000,5,30,73,73,0,0,0.841983852364475,17,0,4.25,"(17,5)","kind"
"16194","S2698",2000,5,30,76,76,0,0,0.838908112264514,17,0,4.25,"(17,5)","kind"
"16197","S2699",2000,5,30,77,77,0,0,0.855440215301807,17,0,4.25,"(17,5)","kind"
"16200","S2700",2000,5,30,74,74,0,0,0.834294502114571,17,0,4.25,"(17,5)","kind"
"31","S1",2000,3,10,8,0,0,8,0.894655901576317,5,0,0.3125,"(5,3)","self"
"61","S2",2000,3,10,6,0,0,6,0.898500576701269,5,0,0.3125,"(5,3)","self"
"91","S3",2000,3,10,8,0,0,8,0.899653979238754,5,0,0.3125,"(5,3)","self"
"121","S4",2000,3,10,8,0,0,8,0.903114186851211,5,0,0.3125,"(5,3)","self"
"151","S5",2000,3,10,4,0,0,4,0.89042675893887,5,0,0.3125,"(5,3)","self"
"181","S6",2000,3,10,7,0,0,7,0.888888888888889,5,0,0.3125,"(5,3)","self"
"211","S7",2000,3,10,7,0,0,7,0.898885044213764,5,0,0.3125,"(5,3)","self"
"241","S8",2000,3,10,9,0,0,9,0.895424836601307,5,0,0.3125,"(5,3)","self"
"271","S9",2000,3,10,5,0,0,5,0.895809304113802,5,0,0.3125,"(5,3)","self"
"301","S10",2000,3,10,9,0,0,9,0.896578239138793,5,0,0.3125,"(5,3)","self"
"331","S11",2000,3,10,4,0,0,4,0.89119569396386,5,0,0.3125,"(5,3)","self"
"361","S12",2000,3,10,6,0,0,6,0.902345251826221,5,0,0.3125,"(5,3)","self"
"391","S13",2000,3,10,6,0,0,6,0.886197616301423,5,0,0.3125,"(5,3)","self"
"421","S14",2000,3,10,6,0,0,6,0.895424836601307,5,0,0.3125,"(5,3)","self"
"451","S15",2000,3,10,4,0,0,4,0.891580161476355,5,0,0.3125,"(5,3)","self"
"481","S16",2000,3,10,3,0,0,3,0.894271434063822,5,0,0.3125,"(5,3)","self"
"511","S17",2000,3,10,7,0,0,7,0.896962706651288,5,0,0.3125,"(5,3)","self"
"541","S18",2000,3,10,4,0,0,4,0.896962706651288,5,0,0.3125,"(5,3)","self"
"571","S19",2000,3,10,6,0,0,6,0.888888888888889,5,0,0.3125,"(5,3)","self"
"601","S20",2000,3,10,6,0,0,6,0.890042291426374,5,0,0.3125,"(5,3)","self"
"631","S21",2000,3,10,7,0,0,7,0.893502499038831,5,0,0.3125,"(5,3)","self"
"661","S22",2000,3,10,7,0,0,7,0.888119953863899,5,0,0.3125,"(5,3)","self"
"691","S23",2000,3,10,8,0,0,8,0.90003844675125,5,0,0.3125,"(5,3)","self"
"721","S24",2000,3,10,6,0,0,6,0.890042291426374,5,0,0.3125,"(5,3)","self"
"751","S25",2000,3,10,3,0,0,3,0.885813148788927,5,0,0.3125,"(5,3)","self"
"781","S26",2000,3,10,8,0,0,8,0.896193771626298,5,0,0.3125,"(5,3)","self"
"811","S27",2000,3,10,7,0,0,7,0.893886966551326,5,0,0.3125,"(5,3)","self"
"841","S28",2000,3,10,8,0,0,8,0.887735486351403,5,0,0.3125,"(5,3)","self"
"871","S29",2000,3,10,8,0,0,8,0.90080738177624,5,0,0.3125,"(5,3)","self"
"901","S30",2000,3,10,6,0,0,6,0.894655901576317,5,0,0.3125,"(5,3)","self"
"931","S31",2000,3,10,7,0,0,7,0.902345251826221,5,0,0.3125,"(5,3)","self"
"961","S32",2000,3,10,2,0,0,2,0.892733564013841,5,0,0.3125,"(5,3)","self"
"991","S33",2000,3,10,6,0,0,6,0.896962706651288,5,0,0.3125,"(5,3)","self"
"1021","S34",2000,3,10,9,0,0,9,0.898116109188774,5,0,0.3125,"(5,3)","self"
"1051","S35",2000,3,10,8,0,0,8,0.899653979238754,5,0,0.3125,"(5,3)","self"
"1081","S36",2000,3,10,4,0,0,4,0.887351018838908,5,0,0.3125,"(5,3)","self"
"1111","S37",2000,3,10,4,0,0,4,0.894271434063822,5,0,0.3125,"(5,3)","self"
"1141","S38",2000,3,10,7,0,0,7,0.898116109188774,5,0,0.3125,"(5,3)","self"
"1171","S39",2000,3,10,6,0,0,6,0.894655901576317,5,0,0.3125,"(5,3)","self"
"1201","S40",2000,3,10,6,0,0,6,0.892733564013841,5,0,0.3125,"(5,3)","self"
"1231","S41",2000,3,10,7,0,0,7,0.888888888888889,5,0,0.3125,"(5,3)","self"
"1261","S42",2000,3,10,9,0,0,9,0.887351018838908,5,0,0.3125,"(5,3)","self"
"1291","S43",2000,3,10,4,0,0,4,0.888504421376394,5,0,0.3125,"(5,3)","self"
"1321","S44",2000,3,10,6,0,0,6,0.895040369088812,5,0,0.3125,"(5,3)","self"
"1351","S45",2000,3,10,5,0,0,5,0.886582083813918,5,0,0.3125,"(5,3)","self"
"1381","S46",2000,3,10,6,0,0,6,0.898885044213764,5,0,0.3125,"(5,3)","self"
"1411","S47",2000,3,10,5,0,0,5,0.889273356401384,5,0,0.3125,"(5,3)","self"
"1441","S48",2000,3,10,7,0,0,7,0.896578239138793,5,0,0.3125,"(5,3)","self"
"1471","S49",2000,3,10,9,0,0,9,0.893886966551326,5,0,0.3125,"(5,3)","self"
"1501","S50",2000,3,10,5,0,0,5,0.896962706651288,5,0,0.3125,"(5,3)","self"
"1531","S51",2000,3,10,7,0,0,7,0.893886966551326,5,0,0.3125,"(5,3)","self"
"1561","S52",2000,3,10,4,0,0,4,0.896962706651288,5,0,0.3125,"(5,3)","self"
"1591","S53",2000,3,10,9,0,0,9,0.902345251826221,5,0,0.3125,"(5,3)","self"
"1621","S54",2000,3,10,10,0,0,10,0.898116109188774,5,0,0.3125,"(5,3)","self"
"1651","S55",2000,3,10,6,0,0,6,0.898116109188774,5,0,0.3125,"(5,3)","self"
"1681","S56",2000,3,10,8,0,0,8,0.890042291426374,5,0,0.3125,"(5,3)","self"
"1711","S57",2000,3,10,7,0,0,7,0.897347174163783,5,0,0.3125,"(5,3)","self"
"1741","S58",2000,3,10,2,0,0,2,0.889657823913879,5,0,0.3125,"(5,3)","self"
"1771","S59",2000,3,10,6,0,0,6,0.890811226451365,5,0,0.3125,"(5,3)","self"
"1801","S60",2000,3,10,10,0,0,10,0.89196462898885,5,0,0.3125,"(5,3)","self"
"1831","S61",2000,3,10,2,0,0,2,0.890811226451365,5,0,0.3125,"(5,3)","self"
"1861","S62",2000,3,10,8,0,0,8,0.892733564013841,5,0,0.3125,"(5,3)","self"
"1891","S63",2000,3,10,9,0,0,9,0.895040369088812,5,0,0.3125,"(5,3)","self"
"1921","S64",2000,3,10,5,0,0,5,0.902345251826221,5,0,0.3125,"(5,3)","self"
"1951","S65",2000,3,10,6,0,0,6,0.89119569396386,5,0,0.3125,"(5,3)","self"
"1981","S66",2000,3,10,7,0,0,7,0.89042675893887,5,0,0.3125,"(5,3)","self"
"2011","S67",2000,3,10,5,0,0,5,0.893886966551326,5,0,0.3125,"(5,3)","self"
"2041","S68",2000,3,10,5,0,0,5,0.898885044213764,5,0,0.3125,"(5,3)","self"
"2071","S69",2000,3,10,5,0,0,5,0.885428681276432,5,0,0.3125,"(5,3)","self"
"2101","S70",2000,3,10,11,0,0,11,0.913494809688581,5,0,0.3125,"(5,3)","self"
"2131","S71",2000,3,10,7,0,0,7,0.903498654363706,5,0,0.3125,"(5,3)","self"
"2161","S72",2000,3,10,7,0,0,7,0.883890811226451,5,0,0.3125,"(5,3)","self"
"2191","S73",2000,3,10,10,0,0,10,0.893118031526336,5,0,0.3125,"(5,3)","self"
"2221","S74",2000,3,10,7,0,0,7,0.890042291426374,5,0,0.3125,"(5,3)","self"
"2251","S75",2000,3,10,4,0,0,4,0.896193771626298,5,0,0.3125,"(5,3)","self"
"2281","S76",2000,3,10,8,0,0,8,0.897731641676278,5,0,0.3125,"(5,3)","self"
"2311","S77",2000,3,10,3,0,0,3,0.891580161476355,5,0,0.3125,"(5,3)","self"
"2341","S78",2000,3,10,6,0,0,6,0.899269511726259,5,0,0.3125,"(5,3)","self"
"2371","S79",2000,3,10,5,0,0,5,0.898116109188774,5,0,0.3125,"(5,3)","self"
"2401","S80",2000,3,10,8,0,0,8,0.893118031526336,5,0,0.3125,"(5,3)","self"
"2431","S81",2000,3,10,6,0,0,6,0.889273356401384,5,0,0.3125,"(5,3)","self"
"2461","S82",2000,3,10,4,0,0,4,0.894271434063822,5,0,0.3125,"(5,3)","self"
"2491","S83",2000,3,10,6,0,0,6,0.881199538638985,5,0,0.3125,"(5,3)","self"
"2521","S84",2000,3,10,6,0,0,6,0.903498654363706,5,0,0.3125,"(5,3)","self"
"2551","S85",2000,3,10,7,0,0,7,0.89119569396386,5,0,0.3125,"(5,3)","self"
"2581","S86",2000,3,10,8,0,0,8,0.901191849288735,5,0,0.3125,"(5,3)","self"
"2611","S87",2000,3,10,7,0,0,7,0.879277201076509,5,0,0.3125,"(5,3)","self"
"2641","S88",2000,3,10,5,0,0,5,0.886966551326413,5,0,0.3125,"(5,3)","self"
"2671","S89",2000,3,10,6,0,0,6,0.888504421376394,5,0,0.3125,"(5,3)","self"
"2701","S90",2000,3,10,6,0,0,6,0.884275278738947,5,0,0.3125,"(5,3)","self"
"2731","S91",2000,3,10,5,0,0,5,0.895424836601307,5,0,0.3125,"(5,3)","self"
"2761","S92",2000,3,10,4,0,0,4,0.889657823913879,5,0,0.3125,"(5,3)","self"
"2791","S93",2000,3,10,7,0,0,7,0.898885044213764,5,0,0.3125,"(5,3)","self"
"2821","S94",2000,3,10,9,0,0,9,0.890811226451365,5,0,0.3125,"(5,3)","self"
"2851","S95",2000,3,10,9,0,0,9,0.899653979238754,5,0,0.3125,"(5,3)","self"
"2881","S96",2000,3,10,8,0,0,8,0.894271434063822,5,0,0.3125,"(5,3)","self"
"2911","S97",2000,3,10,7,0,0,7,0.888888888888889,5,0,0.3125,"(5,3)","self"
"2941","S98",2000,3,10,6,0,0,6,0.890811226451365,5,0,0.3125,"(5,3)","self"
"2971","S99",2000,3,10,5,0,0,5,0.893118031526336,5,0,0.3125,"(5,3)","self"
"3001","S100",2000,3,10,6,0,0,6,0.894655901576317,5,0,0.3125,"(5,3)","self"
"3031","S101",2000,4,10,15,0,0,15,0.893118031526336,5,0,0.625,"(5,4)","self"
"3061","S102",2000,4,10,15,0,0,15,0.901960784313726,5,0,0.625,"(5,4)","self"
"3091","S103",2000,4,10,18,0,0,18,0.890042291426374,5,0,0.625,"(5,4)","self"
"3121","S104",2000,4,10,17,0,0,17,0.896962706651288,5,0,0.625,"(5,4)","self"
"3151","S105",2000,4,10,18,0,0,18,0.896962706651288,5,0,0.625,"(5,4)","self"
"3181","S106",2000,4,10,18,0,0,18,0.883121876201461,5,0,0.625,"(5,4)","self"
"3211","S107",2000,4,10,19,0,0,19,0.892349096501346,5,0,0.625,"(5,4)","self"
"3241","S108",2000,4,10,14,0,0,14,0.892733564013841,5,0,0.625,"(5,4)","self"
"3271","S109",2000,4,10,17,0,0,17,0.885428681276432,5,0,0.625,"(5,4)","self"
"3301","S110",2000,4,10,15,0,0,15,0.892349096501346,5,0,0.625,"(5,4)","self"
"3331","S111",2000,4,10,15,0,0,15,0.904267589388697,5,0,0.625,"(5,4)","self"
"3361","S112",2000,4,10,16,0,0,16,0.896578239138793,5,0,0.625,"(5,4)","self"
"3391","S113",2000,4,10,17,0,0,17,0.883506343713956,5,0,0.625,"(5,4)","self"
"3421","S114",2000,4,10,16,0,0,16,0.890811226451365,5,0,0.625,"(5,4)","self"
"3451","S115",2000,4,10,17,0,0,17,0.887351018838908,5,0,0.625,"(5,4)","self"
"3481","S116",2000,4,10,18,0,0,18,0.898500576701269,5,0,0.625,"(5,4)","self"
"3511","S117",2000,4,10,16,0,0,16,0.89042675893887,5,0,0.625,"(5,4)","self"
"3541","S118",2000,4,10,18,0,0,18,0.895809304113802,5,0,0.625,"(5,4)","self"
"3571","S119",2000,4,10,14,0,0,14,0.886966551326413,5,0,0.625,"(5,4)","self"
"3601","S120",2000,4,10,12,0,0,12,0.885044213763937,5,0,0.625,"(5,4)","self"
"3631","S121",2000,4,10,17,0,0,17,0.896962706651288,5,0,0.625,"(5,4)","self"
"3661","S122",2000,4,10,17,0,0,17,0.886197616301423,5,0,0.625,"(5,4)","self"
"3691","S123",2000,4,10,14,0,0,14,0.897347174163783,5,0,0.625,"(5,4)","self"
"3721","S124",2000,4,10,17,0,0,17,0.895424836601307,5,0,0.625,"(5,4)","self"
"3751","S125",2000,4,10,17,0,0,17,0.90157631680123,5,0,0.625,"(5,4)","self"
"3781","S126",2000,4,10,15,0,0,15,0.895809304113802,5,0,0.625,"(5,4)","self"
"3811","S127",2000,4,10,13,0,0,13,0.89119569396386,5,0,0.625,"(5,4)","self"
"3841","S128",2000,4,10,15,0,0,15,0.894655901576317,5,0,0.625,"(5,4)","self"
"3871","S129",2000,4,10,18,0,0,18,0.896962706651288,5,0,0.625,"(5,4)","self"
"3901","S130",2000,4,10,13,0,0,13,0.89196462898885,5,0,0.625,"(5,4)","self"
"3931","S131",2000,4,10,15,0,0,15,0.890811226451365,5,0,0.625,"(5,4)","self"
"3961","S132",2000,4,10,15,0,0,15,0.890811226451365,5,0,0.625,"(5,4)","self"
"3991","S133",2000,4,10,14,0,0,14,0.895040369088812,5,0,0.625,"(5,4)","self"
"4021","S134",2000,4,10,18,0,0,18,0.905805459438677,5,0,0.625,"(5,4)","self"
"4051","S135",2000,4,10,18,0,0,18,0.893118031526336,5,0,0.625,"(5,4)","self"
"4081","S136",2000,4,10,18,0,0,18,0.90003844675125,5,0,0.625,"(5,4)","self"
"4111","S137",2000,4,10,14,0,0,14,0.90003844675125,5,0,0.625,"(5,4)","self"
"4141","S138",2000,4,10,17,0,0,17,0.895424836601307,5,0,0.625,"(5,4)","self"
"4171","S139",2000,4,10,17,0,0,17,0.898116109188774,5,0,0.625,"(5,4)","self"
"4201","S140",2000,4,10,14,0,0,14,0.902345251826221,5,0,0.625,"(5,4)","self"
"4231","S141",2000,4,10,13,0,0,13,0.891580161476355,5,0,0.625,"(5,4)","self"
"4261","S142",2000,4,10,14,0,0,14,0.887735486351403,5,0,0.625,"(5,4)","self"
"4291","S143",2000,4,10,14,0,0,14,0.893886966551326,5,0,0.625,"(5,4)","self"
"4321","S144",2000,4,10,19,0,0,19,0.895424836601307,5,0,0.625,"(5,4)","self"
"4351","S145",2000,4,10,9,0,0,9,0.892349096501346,5,0,0.625,"(5,4)","self"
"4381","S146",2000,4,10,15,0,0,15,0.893502499038831,5,0,0.625,"(5,4)","self"
"4411","S147",2000,4,10,15,0,0,15,0.889657823913879,5,0,0.625,"(5,4)","self"
"4441","S148",2000,4,10,15,0,0,15,0.886966551326413,5,0,0.625,"(5,4)","self"
"4471","S149",2000,4,10,16,0,0,16,0.905036524413687,5,0,0.625,"(5,4)","self"
"4501","S150",2000,4,10,16,0,0,16,0.896962706651288,5,0,0.625,"(5,4)","self"
"4531","S151",2000,4,10,19,0,0,19,0.895809304113802,5,0,0.625,"(5,4)","self"
"4561","S152",2000,4,10,17,0,0,17,0.892733564013841,5,0,0.625,"(5,4)","self"
"4591","S153",2000,4,10,20,0,0,20,0.895424836601307,5,0,0.625,"(5,4)","self"
"4621","S154",2000,4,10,19,0,0,19,0.910034602076125,5,0,0.625,"(5,4)","self"
"4651","S155",2000,4,10,16,0,0,16,0.897731641676278,5,0,0.625,"(5,4)","self"
"4681","S156",2000,4,10,20,0,0,20,0.908112264513649,5,0,0.625,"(5,4)","self"
"4711","S157",2000,4,10,16,0,0,16,0.890811226451365,5,0,0.625,"(5,4)","self"
"4741","S158",2000,4,10,14,0,0,14,0.883506343713956,5,0,0.625,"(5,4)","self"
"4771","S159",2000,4,10,13,0,0,13,0.883890811226451,5,0,0.625,"(5,4)","self"
"4801","S160",2000,4,10,10,0,0,10,0.879277201076509,5,0,0.625,"(5,4)","self"
"4831","S161",2000,4,10,15,0,0,15,0.898885044213764,5,0,0.625,"(5,4)","self"
"4861","S162",2000,4,10,18,0,0,18,0.894655901576317,5,0,0.625,"(5,4)","self"
"4891","S163",2000,4,10,14,0,0,14,0.898500576701269,5,0,0.625,"(5,4)","self"
"4921","S164",2000,4,10,15,0,0,15,0.909265667051134,5,0,0.625,"(5,4)","self"
"4951","S165",2000,4,10,18,0,0,18,0.895424836601307,5,0,0.625,"(5,4)","self"
"4981","S166",2000,4,10,17,0,0,17,0.90080738177624,5,0,0.625,"(5,4)","self"
"5011","S167",2000,4,10,19,0,0,19,0.899269511726259,5,0,0.625,"(5,4)","self"
"5041","S168",2000,4,10,16,0,0,16,0.899653979238754,5,0,0.625,"(5,4)","self"
"5071","S169",2000,4,10,15,0,0,15,0.898116109188774,5,0,0.625,"(5,4)","self"
"5101","S170",2000,4,10,17,0,0,17,0.895424836601307,5,0,0.625,"(5,4)","self"
"5131","S171",2000,4,10,16,0,0,16,0.895040369088812,5,0,0.625,"(5,4)","self"
"5161","S172",2000,4,10,17,0,0,17,0.878508266051519,5,0,0.625,"(5,4)","self"
"5191","S173",2000,4,10,16,0,0,16,0.898500576701269,5,0,0.625,"(5,4)","self"
"5221","S174",2000,4,10,16,0,0,16,0.888504421376394,5,0,0.625,"(5,4)","self"
"5251","S175",2000,4,10,16,0,0,16,0.890042291426374,5,0,0.625,"(5,4)","self"
"5281","S176",2000,4,10,16,0,0,16,0.886197616301423,5,0,0.625,"(5,4)","self"
"5311","S177",2000,4,10,15,0,0,15,0.898885044213764,5,0,0.625,"(5,4)","self"
"5341","S178",2000,4,10,16,0,0,16,0.895424836601307,5,0,0.625,"(5,4)","self"
"5371","S179",2000,4,10,18,0,0,18,0.899653979238754,5,0,0.625,"(5,4)","self"
